Recipe_Name,Review_Count,Author,Prepare_Time,Cook_Time,Total_Time,Ingredients,Directions,RecipeID,Recipe_Photo
Zucchini Chocolate Orange Cake Recipe ,123,AHUSIOW,25 m,50 m,1 h 30 m,"flour,cocoa powder,baking powder,baking soda,salt,cinnamon,butter,white sugar,egg,vanilla,milk,zucchini,orange,walnut,sugar,orange juice,vanilla","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a Bundt pan.**In a medium bowl, sift flour, cocoa, baking powder, baking soda, salt and cinnamon. Set aside.**In a large bowl, cream butter and sugar until fluffy. Add eggs, 2 teaspoons vanilla and milk to the butter mixture. Stir in dry ingredients and mix until well blended. Fold in zucchini, orange zest, and nuts.**Pour into a greased and floured Bundt cake pan. Bake in preheated oven until a toothpick inserted into center of cake comes out clean, 50 to 60 minutes. Allow to cool in pan for 15 minutes before inverting onto a wire rack to cool completely. Before serving, drizzle with glaze.**To make the glaze: In a small bowl mix together sugar, orange juice and 1 teaspoon vanilla. Invert cake onto serving dish, then pour glaze over.**",8309,https://images.media-allrecipes.com/userphotos/250x250/161468.jpg
Key Lime Cake III Recipe ,265,Judy,X,X,X,"lemon,vegetable oil,egg,lime,orange juice,butter,cream cheese,lime juice,sugar","Combine cake mix, gelatin mix, oil, eggs and orange juice. Pour into three 8 inch cake pans. Bake according to instructions on box. Allow to cool, then frost.**To make the frosting: In a large bowl, beat the butter and cream cheese until light and fluffy. Add lime juice and confectioners sugar. Mix well.**",8310,https://images.media-allrecipes.com/userphotos/560x315/4881292.jpg
Vodka Mocha Bundt Cake Recipe ,31,Michelle Johnstone,X,X,X,"cake,white sugar,chocolate,vegetable oil,egg,vodka,liqueur,water,liqueur,sugar","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 10 inch Bundt pan.**In a large bowl, combine Cake mix, sugar, pudding mix, oil, eggs, vodka, coffee liqueur and water. Mix at low speed for 1 minute and then at medium speed for 4 minutes.**Pour into prepared Bundt pan. Bake at 350 degrees F (175 degrees C) for one hour or until toothpick inserted into middle comes out clean. Cool for 10 minutes in the pan, then turn out onto wire rack.**To make the glaze: In a medium bowl, combine 1/4 cup coffee liqueur with the confectioners sugar. Mix well and pour over cake.**",8311,https://images.media-allrecipes.com/userphotos/560x315/4546956.jpg
Chocolate Pudding Cake II Recipe ,201,INDIT,X,X,X,"flour,white sugar,cocoa powder,baking powder,salt,milk,vegetable oil,vanilla,brown sugar,cocoa powder,water","Preheat oven to 350 degrees F ( 175 degrees C).**In ungreased 9 inch square pan, stir together flour, white sugar, cocoa, the baking powder, and salt. Mix in milk, oil, and vanilla with a fork until smooth.**Spread batter evenly in pan (batter will be thick).  Sprinkle with brown sugar and 1/4 cup cocoa.  Pour boiling water over batter.**Bake at 350 degrees F (175 degrees C) for 40 minutes. Let stand 15 minutes, then spoon into dessert dishes or cut into squares. Invert each square onto dessert plate and spoon sauce over each serving. Top with ice cream or whipped topping, if desired.**",8312,https://images.media-allrecipes.com/userphotos/560x315/1116422.jpg
Carrot Cake VIII Recipe ,48,Anra Lee,X,X,X,"carrot,white sugar,pineapple,vegetable oil,applesauce,egg,vanilla,coconut,walnut,raisin,pumpkin,baking soda,salt,flour,cream cheese,butter,sugar,orange,orange juice","Preheat oven to 350 degrees F (175 degrees C). Coat Bundt pan with vegetable oil spray. Flour pan and tap out excess flour.**In a medium bowl, sift together flour, salt, soda and pumpkin pie spice. Set aside. In a separate bowl, combine coconut, walnuts and raisins. Set aside.**Grate carrots (to make 3 cups). Set aside.**In a large bowl, combine sugar, pineapple with juice, oil and applesauce. Beat on high speed for 3 minutes. Beat in eggs one at a time. Add vanilla and carrots.**Add flour mixture and beat on low speed until combined. Add coconut, walnuts and raisins and combine.**Put batter into 10 inch Bundt pan. Bake at 350 degrees F (175 degrees C) for 60 to 70 minutes, or until toothpick inserted into center of cake comes out clean. Cool in pan on wire rack. Invert onto serving plate. Frost, and refrigerate one hour.**To make the frosting: In a large bowl, combine cream cheese, butter, confectioners sugar, orange zest and juice. Beat until smooth.**",8313,https://images.media-allrecipes.com/userphotos/250x250/50409.jpg
Vanilla Ice Cream Recipe ,113,Ginger,30 m,X,3 h 30 m,"whipping cream,cream,white sugar,vanilla","^In a large bowl, combine the heavy cream and the half and half. Gradually whisk in the sugar until blended.**Whisk in the vanilla. Refrigerate, covered, until very cold, at least 3 hours or as long as 3 days.**Whisk the mixture to blend and pour into the canister of an ice cream maker. Freeze according to the manufacturer^^s directions. Eat at once or transfer to a covered container and freeze up to 8 hours.**^",8314,https://images.media-allrecipes.com/userphotos/250x250/734000.jpg
Piggy Pudding Dessert Cake Recipe ,68,Ginger,X,X,X,"butter,flour,walnut,topping thawed,cream cheese,sugar,chocolate,milk,walnut","Preheat oven to 375 degrees F (190 degrees C).**In a medium bowl, combine butter or margarine, flour and chopped walnuts. Mix, then pat into bottom of 9x13 "" pan.**Bake at 375 degrees F (190 degrees C) for 20 minutes. Allow to cool.**Beat softened cream cheese with confectioners sugar until smooth. Fold in 1/2 of the whipped topping. Spread over cooled crust.**In a medium bowl, combine chocolate pudding mix with 3 cups milk. Mix well and spread over cream cheese mixture.**Spread remaining 1/2 container of whipped topping over pudding. Sprinkle with 1/2 cup chopped nuts.**",8315,https://images.media-allrecipes.com/userphotos/250x250/879003.jpg
Secret Chocolate Fantasy Cake Recipe ,8,Mary R. Manello,X,X,X,"cake,egg,sour cream,liqueur,hazelnut,vegetable oil,chocolate,butter,sugar,cocoa powder,vanilla,liqueur","^In a large bowl, combine cake mix, eggs, sour cream, coffee liqueur, hazelnut liqueur and oil. Beat until very smooth. Stir in chocolate chips.**Pour batter into the greased and floured pans of you choice, and bake as directed on the cake box or until a knife inserted into the middle comes out clean. Wait until it^^s completely cool to frost.**For the frosting: Cream the butter. Add 1/2 of the powdered sugar, blend well. Add the cocoa and vanilla, and start pouring the Bailey^^s over the icing while your beaters beat in the rest of the sugar. Keep adding Bailey^^s until you have wonderfully creamy icing.**Frost the cake (I like to press chopped nuts into the fresh icing). It^^s best served after a day or two, but even better to make it up to 6 months ahead of your special event, freeze it, and simply bring to room temperature. What a kick !**^",8316,https://images.media-allrecipes.com/userphotos/250x250/464861.jpg
Fruit In Crust Cheesecake Recipe ,2,Angie,X,X,X,"flour,oat,baking powder,brown sugar,butter,fruit,sugar,milk,vanilla,cream cheese,topping thawed","Preheat oven to 350 degrees F (175 degrees C).**In medium bowl, combine flour, oats, baking powder, sugar and butter. Mix until crumbly.**Reserve 1 cup crumb mixture, set aside. With remaining crumbs, pat onto bottom and sides of 9 inch pie pan.**Spread fruit preserves over unbaked crust and top with reserved crumb mixture.**Bake at 350 degrees F (175 degrees C) for 20 to 25 minutes, or until golden brown. Cool.**In a large bowl, combine cream cheese, vanilla, milk and confectioners sugar. Blend until smooth. Fold in the whipped topping. Spoon into baked pie crust. Store in refrigerator.**",8317,https://images.media-allrecipes.com/userphotos/250x250/604166.jpg
^Ms. Noonie^^s Good Nut Cake Recipe ^,1,Wayne,X,X,X,"butter,egg,white sugar,salt,flour,flour,walnut","Preheat oven to 325 degrees F (165 degrees C). Grease tube pan with butter.**In a medium bowl, mix cake flour, self rising flour, salt and nuts. Set aside.**Cream butter and sugar. Add eggs and beat until creamy. Add flour mixture and beat until smooth.**Pour into tube pan. Bake at 325 degrees F (165 degrees C) for 1 1/2 hours. Allow to cool before removing from pan.**",8318,https://images.media-allrecipes.com/images/79591.png
Brown Sugar Cream Cheese Frosting Recipe ,157,Anne Brothers & Rick Smetzer,30 m,X,30 m,"cream cheese,butter,brown sugar,vanilla,almond,honey","Melt butter and allow to cool.**In a large bowl, combine cream cheese, butter, brown sugar, vanilla and almond extract. Beat with an electric mixer. When mixture starts to stiffen, stop mixer and add honey.**Continue to beat until light and fluffy. Do not over mix, or it will collapse.**Spread immediately and store cake in refrigerator.**",8319,https://images.media-allrecipes.com/userphotos/250x250/494609.jpg
Sour Cream Chocolate Chip Cake II Recipe ,14,mannette,X,X,X,"flour,baking soda,baking powder,butter,white sugar,egg,vanilla,sour cream,chocolate,walnut,white sugar,cinnamon","Preheat oven to 350 degrees F (175 degrees C). Grease and flour one 8x8 inch or 4 mini loaf pans.**In a medium bowl, mix flour, soda, baking powder and baking soda. Set aside.**In a large bowl, cream butter and sugar until light and fluffy. Add eggs one at a time, mixing well each time. Add vanilla.**Add flour mixture alternately with sour cream. Mix until well blended. Stir in chocolate chips.**Make streusel mixture: In a medium bowl, mix walnuts, sugar and cinnamon together until blended.**Pour in half the batter and sprinkle some streusel mixture across the pan (s). Add remaining batter and sprinkle streusel mixture on the top.**Bake at 350 degrees F (175 degrees C). Bake 30 minutes for mini loaves and 45 minutes for 8x8 inch pan.**",8320,https://images.media-allrecipes.com/userphotos/560x315/961014.jpg
Applesauce Cake IV Recipe ,120,CORWYNN DARKHOLME,30 m,50 m,1 h 20 m,"raisin,flour,cinnamon,clove,salt,butter,white sugar,baking soda,applesauce","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9 inch square pan. In a medium bowl, combine raisins and flour. Add cinnamon, cloves and salt. Set aside.**In a large bowl, cream butter and sugar until light and fluffy. Dissolve baking soda into applesauce and mix into creamed butter. Add flour mixture. Mix until smooth.**Pour batter into a 9 inch square pan. Bake at 350 degrees F ( 175 degrees C) for 40 to 50 minutes or until a toothpick inserted into center of cake comes out clean.**",8321,https://images.media-allrecipes.com/userphotos/250x250/339012.jpg
^American Beauty Cake with Deanna^^s Frosting Recipe ^,7,RACHELS,30 m,48 m,1 h 18 m,"flour,white sugar,cocoa powder,baking powder,baking soda,buttermilk,butter,egg,vanilla,beet,milk,flour,white sugar,butter,shortening","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x13 inch pan.**In a large bowl, mix 1 3/4 cup flour, 1 1/2 sugar, cocoa, baking powder and soda.**Whisk in buttermilk, 1/2 cup butter, eggs, and vanilla. Stir in shredded beets and pour batter into cake pan.**Bake at 350 degrees F (175 degrees C) for 45 minutes or until a toothpick inserted in the center of cake comes out clean.**For the frosting: Combine milk and 5 tablespoons flour in a small saucepan, heat to a boil. Stir constantly for 2 to 3 minutes. Stir in 1 cup sugar, 1/3 cup butter and shortening. Cool resulting mixture to room temperature and beat for 10 to 12 minutes until light and fluffy. Spread on cooled cake. This frosting is also excellent on spice or applesauce cake.**",8322,https://images.media-allrecipes.com/images/79591.png
Old Fashioned Prune Cake Recipe ,52,WYJAC,X,X,X,"vegetable oil,egg,white sugar,flour,baking soda,salt,spice,cinnamon,nutmeg,buttermilk,vanilla,prune,pecan,butter,buttermilk,corn syrup,white sugar,vanilla","Preheat oven to 350 degrees F (175 degrees C). Grease and flour Bundt or tube pan.**In a medium bowl, mix together flour, soda, salt, allspice, cinnamon and nutmeg. Set aside.**In a large bowl, combine oil, eggs and 1 1/2 cup sugar. Beat 2 minutes at medium speed.**Add flour mixture, alternating with 1 cup buttermilk, starting and ending with dry ingredients. beat well after each addition.  Stir in prunes, pecans and 1 1/4 teaspoon vanilla.**Pour into greased and floured bundt or tube pan and bake at 350 degrees F (175 degrees C) for 1 hour or until a toothpick comes out clean when inserted in the center.**Make large, deep holes in hot cake and pour topping in holes and on top of cake a little at a time, giving it time to soak in.**For the topping: In saucepan, over medium heat, cook butter, 3/4 cup buttermilk, corn syrup and 1 1/2 cup sugar until sugar and butter melt. Remove from heat and add 2 teaspoons vanilla and stir.**",8323,https://images.media-allrecipes.com/userphotos/250x250/702919.jpg
Cartoon Cake Recipe ,30,Jeff Gillman,X,X,X,"cake,egg,cherry,vanilla,cream cheese,butter,sugar,cherry","^Preheat oven to 350 degrees F (175 degrees C). Grease and flour two 9 inch round cake pans.**Ignore instructions on cake box. In a large bowl, beat eggs, add 1 can pie filling and combine. Add cake mix and beat until well mixed. The batter will be stiff.**Pour half of the batter into each pan and spread evenly. Bake at 350 degrees F (175 degrees C) for about 25 minutes, or until a toothpick inserted into the center of cake comes out clean. Cool a couple of minutes, then turn layers out onto cooling rack. Cool completely before icing.**For the icing: Beat butter, cream cheese, and vanilla until smooth. Add confectioners sugar and continue beating until smooth.**Ice a layer, add the second layer, and finish icing the cake. Refrigerate until time to serve.  Just before serving, pour the cherry pie filling on top and spread it gently to the edges. A few of the cherries will roll down the sides. That^^s what you want.**^",8324,https://images.media-allrecipes.com/userphotos/560x315/2154901.jpg
